bank,city,branch,swiftCode,country
"DEUTSCHE BANK AG, RIYADH BRANCH",RIYADH,,DEUTSARAAWM,Saudi Arabia
"DEUTSCHE BANK AG, RIYADH BRANCH",RIYADH,,DEUTSARACUS,Saudi Arabia
"DEUTSCHE BANK AG, RIYADH BRANCH",RIYADH,DOMESTIC CUSTODY SERVICES,DEUTSARICUS,Saudi Arabia
DEUTSCHE SECURITIES SAUDI ARABIA,RIYADH,,DEUTSARB,Saudi Arabia
DR. SULAIMAN AL-HABIB MEDICAL SERVICES GROUP COMPANY,RIYADH,,SLMRSARI,Saudi Arabia
EAST AFRICA MARITIME,JEDDAH,,EAAMSAJ1,Saudi Arabia
EFG-HERMES KSA,RIYADH,,EFKSSAR1,Saudi Arabia
EMIRATES NBD PJSC,RIYADH,ENBD RIYADH MAIN BR,EBILSARI,Saudi Arabia
FAS HOLDING,RIYADH,,SFHCSARI,Saudi Arabia
FAWAZ A AL HOKAIR AND CO,RIYADH,,FAAHSARI,Saudi Arabia
FIRST ABU DHABI BANK,RIYADH,,FABMSARI,Saudi Arabia
FIRST ABU DHABI BANK,RIYADH,KSA CORPORATE CHANNEL,FABMSARICHN,Saudi Arabia
GOLDMAN SACHS SAUDI ARABIA,RIYADH,,GSSRSAR1,Saudi Arabia
"GULF INTERNATIONAL BANK (GIB) SAUDI ARABIA,       S.C.J.S.C.",DHAHRAN,,GULFSARI,Saudi Arabia
HASSANA INVESTMENT COMPANY,RIYADH,,HINCSARI,Saudi Arabia
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA RIYADH BRANCH, SA",RIYADH,,ICBKSARI,Saudi Arabia
INDUSTRIALIZATION AND ENERGY SERVICES CO. (TAQA),DHAHRAN,,IENESADH,Saudi Arabia
INTERNATIONAL CO. FOR WATER AND POWER PROJECTS,RIYADH,,ACWASARI,Saudi Arabia
INTERNATIONAL ISLAMIC TRADE FINANCE CORPORATION (MEMBER ISLAMIC DEVELOPMENT BANK GROUP),JEDDAH,,ITFKSAJE,Saudi Arabia
INTERNATIONAL MARITIME INDUSTRIES,DHAHRAN,,IMIDSADD,Saudi Arabia
"ISLAMIC CORPORATION FOR THE DEVELOPMENT OF THE PRIVATE SECTOR (MEMBER, ISLAMIC DEVELOPMENT BANK GROUP)",JEDDAH,,ICDKSAJE,Saudi Arabia
ISLAMIC DEVELOPMENT BANK,JEDDAH,,ISLDSAJE,Saudi Arabia
ISLAMIC DEVELOPMENT BANK,JEDDAH,,ISLDSAJEICD,Saudi Arabia
ISLAMIC DEVELOPMENT BANK,JEDDAH,INTERNATIONAL TRADE FINANCE,ISLDSAJEITF,Saudi Arabia
J.P. MORGAN SAUDI ARABIA COMPANY,RIYADH,,JPMGSARY,Saudi Arabia
J.P. MORGAN SAUDI ARABIA COMPANY,RIYADH,DIRECT CUSTODY AND CLEARING- KINGDOM OF SAUDIA ARABIA,JPMGSARYDCC,Saudi Arabia
JEDDAH CENTRAL DEVELOPMENT COMPANY,JEDDAH,,JCDNSAJE,Saudi Arabia
JOHNS HOPKINS ARAMCO HEALTHCARE,DHAHRAN,,JHAHSADH,Saudi Arabia
"JPMORGAN CHASE BANK, N.A. RIYADH",RIYADH,,CHASSARI,Saudi Arabia
"JPMORGAN CHASE BANK, N.A. RIYADH",RIYADH,SAUDI ARABIA EXPENSES,CHASSARISAU,Saudi Arabia
"M. MOUNIR HALAWANI SONS, EXCHANGE COMPANY",JEDDAH,,HFEXSAJ1,Saudi Arabia
MERRILL LYNCH KINGDOM OF SAUDI ARABIA,RIYADH,,MLSASARI,Saudi Arabia
MOBILY,RIYADH,,ETISSARI,Saudi Arabia
MORGAN STANLEY SAUDI ARABIA,RIYADH,,MSSRSAR1,Saudi Arabia
MORGAN STANLEY SAUDI ARABIA,RIYADH,,MSRISAR1,Saudi Arabia
"MUFG BANK, LTD. RIYADH BRANCH",RIYADH,,BOTKSARI,Saudi Arabia
NAHDI CARE CLINICS,JEDDAH,,NCLCSAJE,Saudi Arabia
NAHDI MEDICAL COMPANY,JEDDAH,,NHDISAJE,Saudi Arabia
NATIONAL BANK OF  IRAQ KSA BRANCH,RIYADH,,NBIQSARI,Saudi Arabia
NATIONAL BANK OF BAHRAIN,RIYADH,,NBOBSARI,Saudi Arabia
NATIONAL BANK OF BAHRAIN,RIYADH,TREASURY OPERATION,NBOBSARITOP,Saudi Arabia
NATIONAL BANK OF EGYPT - RIYADH BRANCH,RIYADH,,NBEGSARI,Saudi Arabia
NATIONAL BANK OF KUWAIT,JEDDAH,,NBOKSAJE,Saudi Arabia
NATIONAL BANK OF PAKISTAN,RIYADH,,NBPASARI,Saudi Arabia
NATIONAL BISCUITS AND CONFECTIONERY COMPANY,JEDDAH,,NBCCSAJE,Saudi Arabia
NATIONAL FOOD INDUSTRIES CO. LTD,JEDDAH,,NAFDSAJE,Saudi Arabia
NATIONAL INDUSTRIALIZATION COMPANY,RIYADH,,NAICSARI,Saudi Arabia
NAYIFAT FINANCE COMPANY,RIYADH,,NYFTSARI,Saudi Arabia
NEOM COMPANY,TABUK,,NEOMSARI,Saudi Arabia
OLAYAN FINANCING COMPANY,RIYADH,,OLFCSARI,Saudi Arabia
OLAYAN SAUDI HOLDING CLOSED JOINT STOCK COMPANY,RIYADH,,OSHCSARI,Saudi Arabia
OMAR KASSEM ALESAYI MARKETING CO. LIMITED,JEDDAH,,OKAMSARI,Saudi Arabia
PANDA RETAIL COMPANY,JEDDAH,,PANYSAJE,Saudi Arabia
PUBLIC INVESTMENT FUND,RIYADH,,PIFNSARI,Saudi Arabia
QATAR NATIONAL BANK,RIYADH,,QNBASARI,Saudi Arabia
QINVEST SAUDI ARABIA,RIYADH,,QINVSAR1,Saudi Arabia
RAWABI HOLDING COMPANY,ALKHOBAR,,RAWASADK,Saudi Arabia
RETECH REINSURANCE BROKERS CO.,RIYADH,,RRBRSAR2,Saudi Arabia
RIYAD BANK,RIYADH,,RIBLSARI,Saudi Arabia
RIYAD BANK,RIYADH,RIYAD CAPITAL,RIBLSARISSD,Saudi Arabia
RIYADH INTERNATIONAL CATERING CORPORATION,RIYADH,,RICCSARI,Saudi Arabia
SADARA CHEMICAL COMPANY,JUBAIL,,SDCCSADA,Saudi Arabia
SAHARA INTERNATIONAL PETROCHEMICAL COMPANY (SIPCHEM),JUBAIL,,SIPHSADB,Saudi Arabia
SAID M. A. AL-AMOUDI AND PARTNERS COMPANY,JEDDAH,,AMETSAJ1,Saudi Arabia
SAUDI ARAMCO,DHAHRAN,,ARAMSADH,Saudi Arabia
SAUDI ARAMCO BASE OIL COMPANY - LUBEREF,JEDDAH,,LBRFSAJD,Saudi Arabia
SAUDI ARAMCO MOBIL REFINERY COMPANY LIMITED (SAMREF),YANBU,,SRMRSADB,Saudi Arabia
SAUDI AWWAL BANK (FORMERLY: THE SAUDI BRITISH BANK),RIYADH,ALAWWAL INVEST,SABBSARIAWI,Saudi Arabia
SAUDI AWWAL BANK (FORMERLY: THE SAUDI BRITISH BANK),RIYADH,ALAWWAL INVEST,SABBSARIAIS,Saudi Arabia
SAUDI AWWAL BANK (FORMERLY: THE SAUDI BRITISH BANK),RIYADH,HEAD OFFICE,SABBSARI,Saudi Arabia
SAUDI AWWAL BANK (FORMERLY: THE SAUDI BRITISH BANK),RIYADH,TREASURY OPERATIONS,SABBSARITSO,Saudi Arabia
SAUDI BASIC INDUSTRIES CORPORATION (SABIC),RIYADH,,SBHQSARR,Saudi Arabia
SAUDI CENTRAL BANK,RIYADH,,SAMASARI,Saudi Arabia
SAUDI CERAMIC COMPANY,RIYADH,,SACYSAR1,Saudi Arabia
SAUDI CHEMICAL COMPANY HOLDING,RIYADH,,SCEGSARI,Saudi Arabia
SAUDI CHEVRON PHILLIPS CO.,JUBAIL,,SCHMSADE,Saudi Arabia
SAUDI ECONOMIC AND DEVELOPMENT COMPANY FOR SECURITIES,JEDDAH,,SEDPSAJE,Saudi Arabia
SAUDI ELECTRICITY COMPANY,RIYADH,SEC HEAD QUARTERS,ELECSARI,Saudi Arabia
SAUDI EXPORT-IMPORT BANK,RIYADH,,SAUXSARI,Saudi Arabia
SAUDI FRANSI CAPITAL,RIYADH,,SFCPSARI,Saudi Arabia
"SAUDI INVESTMENT BANK, THE",RIYADH,,SIBCSARI,Saudi Arabia
"SAUDI INVESTMENT BANK, THE",RIYADH,SPECIAL PURPOSE VEHICLE,SIBCSARISPV,Saudi Arabia
SAUDI TABREED DISTRICT COOLING COMPANY,ALKHOBAR,,SBDTSADA,Saudi Arabia
SAUDI TELECOM COMPANY,RIYADH,,STCOSARI,Saudi Arabia
SAVOLA GROUP,JEDDAH,,SGCOSAJE,Saudi Arabia
SECURITIES CLEARING CENTER COMPANY CLOSED JOINT STOCK COMPANY,RIYADH,,SCCYSARI,Saudi Arabia
SECURITIES DEPOSITORY CENTER COMPANY,RIYADH,,SDCPSARI,Saudi Arabia
SEERA GROUP HOLDING,RIYADH,,TAYRSARI,Saudi Arabia
SHUAA CAPITAL SAUDI ARABIA,RIYADH,,SHUASAR1,Saudi Arabia
SICO CAPITAL CJSC,RIYADH,,SICSSARI,Saudi Arabia
SNB CAPITAL COMPANY,RIYADH,,NCCOSAJE,Saudi Arabia
SOHAR INTERNATIONAL RIYADH BRANCH,RIYADH,,BSHRSARI,Saudi Arabia
STANDARD CHARTERED BANK BRANCH,RIYADH,,SCBLSAR2,Saudi Arabia
STANDARD CHARTERED CAPITAL (SAUDI ARABIA),RIYADH,,SCBLSARI,Saudi Arabia
STC BANK (MIXED CLOSED JSC),RIYADH,,STCJSARI,Saudi Arabia
SUPREME FOODS COMPANY LIMITED,RIYADH,,SUFCSAR1,Saudi Arabia
T.C. ZIRAAT BANKASI A.S.,JEDDAH,,TCZBSAJE,Saudi Arabia
TAMER GROUP,JEDDAH,,FMTISAJE,Saudi Arabia
THE ISLAMIC CORP FOR THE INSURANCE OF INVESTMENT AND EXPORT CREDIT (MEMBER ISLAMIC DEVELOPMENT BANKGROUP),JEDDAH,,ICECSAJE,Saudi Arabia
THE NATIONAL SHIPPING COMPANY OF SAUDI ARABIA,RIYADH,,BARISARI,Saudi Arabia
THE NORTHERN TRUST COMPANY OF SAUDI ARABIA (CLOSED JOINT STOCK COMPANY),RIYADH,,CNORSARI,Saudi Arabia
THE SAUDI FUND FOR DEVELOPMENT,RIYADH,,SFFDSARI,Saudi Arabia
THE SAUDI NATIONAL BANK,DAMMAM,TRADE SERVICES-EAST,NCBKSAJE615,Saudi Arabia
THE SAUDI NATIONAL BANK,JEDDAH,HEAD OFFICE,NCBKSAJE,Saudi Arabia
THE SAUDI NATIONAL BANK,JEDDAH,"JEDDAH, MAIN BRANCH",NCBKSAJE101,Saudi Arabia
THE SAUDI NATIONAL BANK,JEDDAH,TRADE SERVICES-WEST,NCBKSAJE613,Saudi Arabia
THE SAUDI NATIONAL BANK,JEDDAH,TREASURY DIVISION,NCBKSAJE555,Saudi Arabia
THE SAUDI NATIONAL BANK,RIYADH,TRADE SERVICES-CENTRAL,NCBKSAJE614,Saudi Arabia
THE SAUDI STOCK EXCHANGE (TADAWUL),RIYADH,,TSSMSAR1,Saudi Arabia
UNITED CARTON INDUSTRIES COMPANY,JEDDAH,,UCSASAJ1,Saudi Arabia
UNITED COMPANY FOR FINANCIAL SERVICES (TAS'HEEL FINANCE),ALKHOBAR,,UCFSSADA,Saudi Arabia
UNITED ELECTRONICS COMPANY,ALKHOBAR,,EXTRSADA,Saudi Arabia
VISION BANK,RIYADH,,VIIOSARI,Saudi Arabia
WISAYAH GLOBAL INVESTMENT COMPANY,ALKHOBAR,,WGICSADK,Saudi Arabia
YANBU ARAMCO SINOPEC REFINING (YASREF) LIMITED,YANBU,,YASRSADB,Saudi Arabia
ZAHID TRACTOR AND HM,JEDDAH,,ZTHMSAJE,Saudi Arabia
3S MONEY CLUB LIMITED,DUBAI,,MOLUAEA2,United Arab Emirates
AAFAQ ISLAMIC FINANCE P.S.C.,DUBAI,,AIFPAEAD,United Arab Emirates
AARNA CAPITAL LIMITED,ABU DHABI,,AARPAEAA,United Arab Emirates
ABRAAJ CAPITAL LIMITED,DUBAI,,ABPPAEA1,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,,ADCBAEAA,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,CASH MANAGEMENT DEPARTMENT,ADCBAEAACMD,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,FINANCE DEPARTEMENT,ADCBAEAAFIN,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,RBS,ADCBAEAAREM,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,TREASURY SETTLEMENTS,ADCBAEAATRY,United Arab Emirates
ABU DHABI COMMERCIAL BANK,ABU DHABI,WEALTH MANAGEMENT,ADCBAEAAWMO,United Arab Emirates
ABU DHABI COMMERCIAL BANK,DUBAI,DUBAI TRADE FINANCE,ADCBAEAA060,United Arab Emirates
ABU DHABI FUND FOR DEVELOPMENT,ABU DHABI,,ADFDAEAA,United Arab Emirates
ABU DHABI INVESTMENT AUTHORITY,ABU DHABI,,ADINAEAA,United Arab Emirates
ABU DHABI INVESTMENT COUNCIL COMPANY PJSC,ABU DHABI,,ADCNAEAA,United Arab Emirates
ABU DHABI INVESTMENT COUNCIL COMPANY PJSC,ABU DHABI,,ADCNAEAD,United Arab Emirates
ABU DHABI ISLAMIC BANK,ABU DHABI,,ABDIAEAD,United Arab Emirates
ABU DHABI ISLAMIC BANK,ABU DHABI,TRADE AND GUARANTEES,ABDIAEADDOC,United Arab Emirates
ABU DHABI ISLAMIC BANK,ABU DHABI,TREASURY MARKETS,ABDIAEADTMK,United Arab Emirates
ABU DHABI SECURITIES EXCHANGE,ABU DHABI,,ADSEAEA1,United Arab Emirates
ACM LIMITED,ABU DHABI,,AMMCAEAD,United Arab Emirates
AD GLOBAL INVESTORS LIMITED,ABU DHABI,,AGLIAEAA,United Arab Emirates
ADNOC GLOBAL TRADING LTD,ABU DHABI,,ADGTAEAA,United Arab Emirates
ADNOC TRADING LTD,ABU DHABI,,ADNCAEAA,United Arab Emirates
AGRICULTURAL BANK OF CHINA (DIFC BRANCH),DUBAI,,ABOCAEAD,United Arab Emirates
AGRICULTURAL BANK OF CHINA(DUBAI BRANCH),DUBAI,,ABOCAEAA,United Arab Emirates
AHLI UNITED BANK B.S.C.(C) (DIFC BRANCH),DUBAI,,AUBBAEAD,United Arab Emirates
AIR GROUP VENTURES LIMITED,DUBAI,,AIRGAEAD,United Arab Emirates
AJMAN BANK PJSC,AJMAN,,AJMNAEAJ,United Arab Emirates
"AL AHLI BANK OF KUWAIT K.S.C.P, ABUDHABI BRANCH",ABU DHABI,,ABKKAEAA,United Arab Emirates
"AL AHLI BANK OF KUWAIT K.S.C.P, DUBAI BRANCH",DUBAI,,ABKKAEAD,United Arab Emirates
AL AHLI BANK OF KUWAIT K.S.CP (DIFC BRANCH),DUBAI,,ABKKAEA2,United Arab Emirates
AL ANSARI EXCHANGE LLC,ABU DHABI,,ALANAEAA,United Arab Emirates
AL DAHRA,ABU DHABI,,ADAHAEAD,United Arab Emirates
AL DAMAN SECURITIES,DUBAI,,DAEUAEA2,United Arab Emirates
AL ETIHAD PAYMENTS COMPANY - SOLE PROPRIETORSHIP L.L.C.,ABU DHABI,,AEPCAEAA,United Arab Emirates
AL FARDAN EXCHANGE AND FINANCE CO.,ABU DHABI,,ALFEAEA1,United Arab Emirates
AL FARDAN EXCHANGE LLC,ABU DHABI,,FEXEAEAA,United Arab Emirates
AL HILAL BANK PJSC,ABU DHABI,,HLALAEAA,United Arab Emirates
AL KHALIJI FRANCE S.A.,DUBAI,,LICOAEAD,United Arab Emirates
AL MAL CAPITAL PSC,DUBAI,,AMCXAEAA,United Arab Emirates
AL MAL SECURITIES EMIRATES LLC,DUBAI,,AMSUAEA1,United Arab Emirates
AL NAHDI EXCHANGE,DUBAI,,NAHDAEA1,United Arab Emirates
AL RAMZ CAPITAL L.L.C,ABU DHABI,,ALRSAEA1,United Arab Emirates
AL RASHEED EXCHANGE,DUBAI,,RDEXAEA1,United Arab Emirates
AL ROSTAMANI INTERNATIONAL EXCHANGE L.L.C.,DUBAI,,TCARAEAD,United Arab Emirates
ALEC ENGINEERING AND CONTRACTING,DUBAI,,AENCAEAD,United Arab Emirates
ALFA EXCHANGE,DUBAI,,ALEHAEAD,United Arab Emirates
ALFUAD EXCHANGE,DUBAI,,ALFXAEAD,United Arab Emirates
ALKHAIR CAPITAL (DUBAI) LTD,DUBAI,,ALKCAEAD,United Arab Emirates
ANGLO-GULF TRADE BANK,ABU DHABI,,ANGTAEAD,United Arab Emirates
APAC INTERNATIONAL CORPORATE SERVICES FZCO,DUBAI,,AICRAEA2,United Arab Emirates
APEX FUND SERVICES (DUBAI) LTD,DUBAI,,APFSAEA1,United Arab Emirates
APPAREL FZCO,DUBAI,,AFZOAEAD,United Arab Emirates
ARAB AFRICAN INTERNATIONAL BANK,ABU DHABI,ABU DHABI,ARAIAEADAUH,United Arab Emirates
ARAB AFRICAN INTERNATIONAL BANK,DUBAI,,ARAIAEAD,United Arab Emirates
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE,ABU DHABI,AL-SOUK BRANCH,ABINAEAASUK,United Arab Emirates
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE,ABU DHABI,HEAD OFFICE,ABINAEAA,United Arab Emirates
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE,ABU DHABI,TRADE FINANCE SERVICES,ABINAEAATFS,United Arab Emirates
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE,AL AIN,AL AIN BRANCH,ABINAEAAAIN,United Arab Emirates
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE,DUBAI,DUBAI BRANCH,ABINAEAADXB,United Arab Emirates
ARAB BANK PLC,ABU DHABI,ABU DHABI BRANCH,ARABAEADABD,United Arab Emirates
ARAB BANK PLC,ABU DHABI,UAE BRANCHES CENTER,ARABAEADABC,United Arab Emirates
ARAB BANK PLC,AJMAN,AJMAN BRANCH,ARABAEADAJM,United Arab Emirates
ARAB BANK PLC,AL AIN,AL AIN BRANCH,ARABAEADAIN,United Arab Emirates
ARAB BANK PLC,DUBAI,,ARABAEAD,United Arab Emirates
ARAB BANK PLC,DUBAI,CENTRAL TRANSFERS UNIT,ARABAEADCTU,United Arab Emirates
ARAB BANK PLC,DUBAI,DEIRA BRANCH,ARABAEADDER,United Arab Emirates
ARAB BANK PLC,DUBAI,DUBAI BRANCH,ARABAEADMAK,United Arab Emirates
ARAB BANK PLC,DUBAI,FOREIGN TRADE CENTER,ARABAEADFTC,United Arab Emirates
ARAB BANK PLC,DUBAI,PAYMENTS INVESTIGATIONS,ARABAEADINV,United Arab Emirates
ARAB BANK PLC,FUJAIRAH,FUJAIRAH BRANCH,ARABAEADFUJ,United Arab Emirates
ARAB BANK PLC,RAS AL KHAIMAH,RAS AL KHAIMAH BRANCH,ARABAEADRAK,United Arab Emirates
ARAB BANK PLC,SHARJAH,SHARJAH BRANCH,ARABAEADSHJ,United Arab Emirates
ARAB MONETARY FUND,ABU DHABI,,ARMFAEAA,United Arab Emirates
ARAB MONETARY FUND,ABU DHABI,,ARODAEA2,United Arab Emirates
ARAB REGIONAL PAYMENTS CLEARING AND SETTLEMENT ORGANIZATION,ABU DHABI,,BUNNAEAA,United Arab Emirates
ARAB TRADE FINANCING PROGRAM,ABU DHABI,,ATFPAEAD,United Arab Emirates
ARAMEX PJSC FINANCIAL DEPARTMENT,DUBAI,ARAMEX,ARMPAEAD,United Arab Emirates
ARQAAM CAPITAL LIMITED,DUBAI,,ARQMAEAD,United Arab Emirates
ARQAAM SECURITIES LLC,DUBAI,,ARQSAEA1,United Arab Emirates
AUDI VOLKSWAGEN MIDDLE EAST,DUBAI,,AVMEAEA1,United Arab Emirates
AXIS BANK LIMITED,DUBAI,,UTIBAEA1,United Arab Emirates
"AXIS BANK LIMITED, DIFC BRANCH (REGULATED BY DFSA)",DUBAI,,AXISAEAD,United Arab Emirates
AZADEA HOLDING COMPANY (DIFC) LIMITED,DUBAI,,AZAEAEAD,United Arab Emirates
AZIMUT DIFC LIMITED,DUBAI,,AZDIAEA2,United Arab Emirates
BANK ALFALAH LIMITED (DUBAI BRANCH),DUBAI,,ALFHAEAD,United Arab Emirates
BANK MELLI IRAN,ABU DHABI,ABU DHABI BRANCH,MELIAEA1ADH,United Arab Emirates
BANK MELLI IRAN,AL AIN,AL AIN BRANCH,MELIAEA1ALN,United Arab Emirates
BANK MELLI IRAN,DUBAI,,MELIAEA1,United Arab Emirates
BANK MELLI IRAN,DUBAI,BUR DUBAI BRANCH,MELIAEA1BR2,United Arab Emirates
BANK MELLI IRAN,FUJAIRAH,FUJAIRAH BRANCH,MELIAEA1FUJ,United Arab Emirates
BANK MELLI IRAN,RAS AL KHAIMAH,RAS AL KHAIMAH BRANCH,MELIAEA1RAK,United Arab Emirates
BANK MELLI IRAN,SHARJAH,SHARJAH BRANCH,MELIAEA1SHJ,United Arab Emirates
BANK OF BARODA,ABU DHABI,ABU DHABI BRANCH,BARBAEADADH,United Arab Emirates
BANK OF BARODA,DUBAI,,BARBAEAD,United Arab Emirates
BANK OF BARODA,DUBAI,DEIRA BRANCH,BARBAEADDEI,United Arab Emirates
BANK OF BARODA,DUBAI,DUBAI INTERNATIONAL FINANCIAL CENTRE (DIFC OBU),BARBAEADIFC,United Arab Emirates
BANK OF BARODA,DUBAI,DUBAI MAIN OFFICE,BARBAEADDUB,United Arab Emirates
BANK OF BARODA,RAS AL KHAIMAH,RAS AL KHAIMAH BRANCH,BARBAEADRAK,United Arab Emirates
BANK OF BARODA,SHARJAH,SHARJAH BRANCH,BARBAEADSHJ,United Arab Emirates
BANK OF CHINA (DUBAI) BRANCH,DUBAI,,BKCHAEAD,United Arab Emirates
BANK OF CHINA ABU DHABI BRANCH,ABU DHABI,,BKCHAEAA,United Arab Emirates
BANK OF INDIA,DUBAI,,BKIDAEAD,United Arab Emirates
"BANK OF SHARJAH, THE",SHARJAH,,SHARAEAS,United Arab Emirates
BANKMED SAL (DUBAI),DUBAI,,MEDLAEAD,United Arab Emirates
BANQUE BANORIENT FRANCE,DUBAI,,BLOMAEAD,United Arab Emirates
BANQUE MISR,DUBAI,,BMISAEAA,United Arab Emirates
BANQUE RICHELIEU GCC LIMITED,ABU DHABI,,LIBLAEAA,United Arab Emirates
BANQUE RICHELIEU GCC LIMITED,ABU DHABI,ADGM,LIBLAEAAAGM,United Arab Emirates
BARCLAYS BANK PLC,DUBAI,,BARCAEADABU,United Arab Emirates
BARCLAYS BANK PLC,DUBAI,,BARCAEAD,United Arab Emirates
BCS CAPITAL (DIFC) LIMITED,DUBAI,,BCFCAEAD,United Arab Emirates
BHM CAPITAL FINANCIAL SERVICES PSC,DUBAI,,DBFSAEAA,United Arab Emirates
BLUE REWARDS SINGLE PERSON COMPANY L.L.C,DUBAI,,FDPSAEAD,United Arab Emirates
"BNP PARIBAS S.A., ADGM BRANCH",ABU DHABI,,BNPAAEAE,United Arab Emirates
"BNP PARIBAS, ABU DHABI",ABU DHABI,,BNPAAEAA,United Arab Emirates
"BNP PARIBAS, DUBAI",DUBAI,,BNPAAEAD,United Arab Emirates
BOK INTERNATIONAL,ABU DHABI,,BOKMAEAD,United Arab Emirates
BRITISH AMERICAN TOBACCO GCC DMCC,DUBAI,,BATSAE21,United Arab Emirates
BRITISH AMERICAN TOBACCO ME DMCC,DUBAI,,BATSAEA1,United Arab Emirates
BRITISH AMERICAN TOBACCO MIDDLE EAS SPC (DMCC BRANCH),DUBAI,,BMTMAEA1,United Arab Emirates
BTA FINANCE LIMITED,DUBAI,,BTWMAEAD,United Arab Emirates
CANARA BANK ( DIFC BRANCH ),DUBAI,,CNRBAEAD,United Arab Emirates
CAPITAL UNION,DUBAI,,CPUNAEA1,United Arab Emirates
CENTRAL BANK OF THE U.A.E.,ABU DHABI,,CBAUAEAA,United Arab Emirates
CENTRAL BANK OF THE UAE,ABU DHABI,,CBAUAEAB,United Arab Emirates
CHINA CONSTRUCTION BANK DIFC BRANCH,DUBAI,,PCBCAEAD,United Arab Emirates
CIMD (DUBAI) LIMITED,DUBAI,,CIDAAEA1,United Arab Emirates
CIMD (DUBAI) LIMITED,DUBAI,,CIDAAEAD,United Arab Emirates
CITIBANK N.A.,ABU DHABI,,CITIAEAF,United Arab Emirates
CITIBANK N.A.,DUBAI,,CITIAEAD,United Arab Emirates
CITIBANK N.A.,DUBAI,CITIBANK N.A. DIFC,CITIAEADDIF,United Arab Emirates
CITIBANK N.A.,DUBAI,TRADE SERVICES DEPT.,CITIAEADTRD,United Arab Emirates
CITIBANK N.A.,DUBAI,UAE ADGM BRANCH,CITIAEADAGM,United Arab Emirates
"CITIBANK, N.A.",ABU DHABI,,CITIAEA1,United Arab Emirates
"CITIBANK, N.A.",DUBAI,,CITIAEA10AD,United Arab Emirates
"CITIBANK, N.A.",DUBAI,,CITIAEA1TRD,United Arab Emirates
"CITIBANK, N.A.",SHARJAH,,CITIAEA10AS,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,ABU DHABI,ABU DHABI BRANCH,CLBIAEADAD1,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,AL AIN,AL AIN BRANCH,CLBIAEADAN1,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,DUBAI,BUR DUBAI BRANCH,CLBIAEADDB1,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,DUBAI,CBI JUMEIRAH HEADQUARTERS,CLBIAEAD,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,DUBAI,SHEIKH ZAID ROAD BRANCH,CLBIAEADDB2,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,RAS AL KHAIMAH,,CLBIAEA10AR,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,RAS AL KHAIMAH,AL MANAR MALL BRANCH,CLBIAEADRK2,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,RAS AL KHAIMAH,RAS AL KHAIMAH BRANCH,CLBIAEADRK1,United Arab Emirates
COMMERCIAL BANK INTERNATIONAL,SHARJAH,SHARJAH BRANCH,CLBIAEADSH1,United Arab Emirates
COMMERCIAL BANK OF DUBAI,ABU DHABI,ABU DHABI BRANCH,CBDUAEADADH,United Arab Emirates
COMMERCIAL BANK OF DUBAI,AJMAN,,CBDUAEADAJM,United Arab Emirates
COMMERCIAL BANK OF DUBAI,AL AIN,,CBDUAEADAIN,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,,CBDUAEAD,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,AL GARHOUD BRANCH,CBDUAEADGAR,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,AL MAKTOUM ST. BRANCH,CBDUAEADAMS,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,AL SAFA BRANCH,CBDUAEADSAF,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,DEIRA BRANCH,CBDUAEADDER,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,DUBAI BRANCH,CBDUAEADDXB,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,JEBEL ALI BRANCH,CBDUAEADJAL,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,JUMEIRAH BRANCH,CBDUAEADJUM,United Arab Emirates
COMMERCIAL BANK OF DUBAI,DUBAI,SOUQ AL WASL BRANCH,CBDUAEADSAW,United Arab Emirates
COMMERCIAL BANK OF DUBAI,RAS AL KHAIMAH,RAS AL KHAIMAH BRANCH,CBDUAEADRAK,United Arab Emirates
